               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  19,            0.032138,           0.0085579,           0.0037121,             0.31003,             0.44297,              0.3305,             0.15925,            0.039013,           0.0049226,           0.0033136,           0.0008218,           0.0008218,           0.0008218
                  20,            0.032298,           0.0088384,           0.0037364,             0.34073,             0.43888,             0.36415,             0.17359,            0.038056,           0.0049171,           0.0033201,           0.0008119,           0.0008119,           0.0008119
                  21,            0.031939,           0.0089883,           0.0036566,             0.38455,             0.43814,             0.37882,             0.17221,            0.038846,           0.0048691,           0.0033121,            0.000802,            0.000802,            0.000802
                  22,            0.031211,           0.0085672,           0.0037459,             0.39747,             0.40906,              0.3635,             0.16864,            0.039404,           0.0048289,           0.0033062,           0.0007921,           0.0007921,           0.0007921
                  23,            0.031619,           0.0087307,            0.003718,             0.40453,             0.45509,             0.39421,             0.18499,            0.038957,           0.0048056,            0.003303,           0.0007822,           0.0007822,           0.0007822
                  24,             0.03135,           0.0086831,           0.0036907,             0.41665,             0.46722,             0.38881,              0.1853,            0.038672,           0.0047573,           0.0033081,           0.0007723,           0.0007723,           0.0007723
                  25,            0.031214,           0.0085178,           0.0036805,             0.45297,             0.43757,             0.39992,             0.19144,            0.038365,           0.0047362,           0.0032911,           0.0007624,           0.0007624,           0.0007624
                  26,            0.031091,           0.0086938,           0.0036909,             0.46675,              0.4442,             0.40685,             0.19781,            0.038518,           0.0047208,           0.0032875,           0.0007525,           0.0007525,           0.0007525
                  27,            0.031271,           0.0085118,           0.0036892,             0.46257,             0.45509,             0.41191,             0.19903,            0.038064,           0.0047113,           0.0033001,           0.0007426,           0.0007426,           0.0007426
                  28,             0.03113,           0.0087994,            0.003692,             0.45844,             0.45144,             0.39835,             0.18997,            0.038313,           0.0046806,           0.0032909,           0.0007327,           0.0007327,           0.0007327
                  29,            0.030675,           0.0085948,           0.0036719,             0.48743,             0.47569,             0.41696,             0.20021,            0.038466,           0.0046684,           0.0032778,           0.0007228,           0.0007228,           0.0007228
                  30,            0.030483,           0.0083815,           0.0036951,             0.45807,             0.47233,             0.41724,             0.20642,            0.038341,           0.0046557,           0.0032707,           0.0007129,           0.0007129,           0.0007129
                  31,            0.030298,           0.0085391,           0.0036888,             0.45697,             0.44862,              0.4035,             0.19627,            0.038094,           0.0046721,           0.0032581,            0.000703,            0.000703,            0.000703
                  32,            0.030201,            0.008518,            0.003669,             0.44911,             0.46486,             0.42673,               0.207,            0.038068,           0.0046712,           0.0032598,           0.0006931,           0.0006931,           0.0006931
                  33,            0.030219,           0.0083192,           0.0036417,             0.44869,             0.45757,             0.41976,             0.20638,            0.038329,           0.0046538,           0.0032574,           0.0006832,           0.0006832,           0.0006832
                  34,            0.029904,           0.0085275,           0.0036816,             0.45508,             0.47037,             0.42658,              0.2117,             0.03814,           0.0046327,           0.0032534,           0.0006733,           0.0006733,           0.0006733
                  35,            0.030244,           0.0080606,           0.0036523,             0.44963,             0.47687,             0.44178,              0.2151,            0.037842,           0.0046437,           0.0032501,           0.0006634,           0.0006634,           0.0006634
                  36,            0.030263,           0.0085321,           0.0037122,             0.44221,             0.45274,             0.42608,             0.21208,            0.038557,           0.0046117,           0.0032478,           0.0006535,           0.0006535,           0.0006535
                  37,            0.030149,           0.0082104,           0.0036498,             0.43692,             0.47816,             0.43268,             0.21705,            0.038151,           0.0046088,           0.0032503,           0.0006436,           0.0006436,           0.0006436
                  38,            0.029876,           0.0080887,           0.0036724,             0.44116,             0.45069,             0.43312,             0.21523,            0.038383,           0.0046278,           0.0032473,           0.0006337,           0.0006337,           0.0006337
                  39,            0.029219,            0.008124,           0.0035927,             0.44374,             0.46992,             0.43958,             0.21945,            0.038368,           0.0046323,           0.0032457,           0.0006238,           0.0006238,           0.0006238
                  40,            0.030104,           0.0081794,           0.0036476,             0.44077,             0.47334,             0.44227,             0.21061,            0.038253,           0.0046118,           0.0032434,           0.0006139,           0.0006139,           0.0006139
                  41,            0.029522,           0.0080984,           0.0036371,             0.46596,             0.47663,             0.44839,              0.2184,            0.038374,           0.0045804,           0.0032299,            0.000604,            0.000604,            0.000604
                  42,            0.029063,           0.0083611,           0.0036895,             0.45738,              0.4862,             0.43724,             0.21758,            0.038442,            0.004568,           0.0032248,           0.0005941,           0.0005941,           0.0005941
                  43,            0.029265,           0.0085326,            0.003696,             0.45786,             0.48299,              0.4378,             0.21575,            0.038265,           0.0045761,           0.0032251,           0.0005842,           0.0005842,           0.0005842
                  44,            0.029744,            0.008444,           0.0036121,             0.44706,             0.49146,             0.44352,             0.21852,            0.038904,           0.0045422,           0.0032272,           0.0005743,           0.0005743,           0.0005743
                  45,            0.028998,           0.0083142,           0.0036221,             0.47369,             0.49394,             0.44947,             0.22328,             0.03802,           0.0045621,           0.0032177,           0.0005644,           0.0005644,           0.0005644
                  46,            0.028975,           0.0081235,           0.0035905,             0.45691,             0.49029,             0.44158,              0.2162,            0.038212,           0.0045409,           0.0032204,           0.0005545,           0.0005545,           0.0005545
                  47,            0.029146,            0.008335,           0.0036531,             0.47243,             0.48823,             0.44454,             0.22085,            0.038753,           0.0045601,            0.003216,           0.0005446,           0.0005446,           0.0005446
                  48,            0.028915,           0.0082179,           0.0035854,             0.47365,             0.47613,             0.44338,             0.22086,            0.038336,           0.0045592,           0.0032082,           0.0005347,           0.0005347,           0.0005347
                  49,             0.02829,           0.0078463,           0.0036158,             0.48151,             0.50172,             0.45303,             0.22554,            0.038629,           0.0045357,           0.0032122,           0.0005248,           0.0005248,           0.0005248
                  50,            0.028585,           0.0077554,           0.0036297,             0.48687,             0.49504,             0.44419,             0.21736,            0.038585,           0.0045368,           0.0032099,           0.0005149,           0.0005149,           0.0005149
                  51,            0.028911,           0.0080932,           0.0036117,             0.48457,             0.49276,             0.44448,             0.22099,            0.038675,           0.0045192,           0.0032076,            0.000505,            0.000505,            0.000505
                  52,            0.028652,            0.008324,           0.0036502,             0.47772,             0.47699,             0.44975,              0.2319,            0.038814,           0.0045152,           0.0031883,           0.0004951,           0.0004951,           0.0004951
                  53,            0.028497,           0.0082165,           0.0036589,              0.4673,             0.48817,             0.44304,             0.22448,            0.039171,           0.0045124,           0.0031944,           0.0004852,           0.0004852,           0.0004852
                  54,            0.028559,            0.008361,           0.0035725,             0.46373,             0.49029,             0.45123,             0.22951,             0.03847,           0.0045176,           0.0031958,           0.0004753,           0.0004753,           0.0004753
                  55,             0.02836,           0.0080934,           0.0036171,             0.46878,             0.49759,             0.45134,             0.22649,            0.038817,           0.0045119,           0.0031961,           0.0004654,           0.0004654,           0.0004654
                  56,            0.028399,           0.0082287,           0.0036006,             0.46896,             0.50458,             0.45423,             0.22926,            0.038351,           0.0045298,           0.0031925,           0.0004555,           0.0004555,           0.0004555
                  57,            0.028375,            0.008186,           0.0036109,             0.47902,             0.49276,             0.45287,             0.23251,            0.038623,           0.0045171,           0.0031866,           0.0004456,           0.0004456,           0.0004456
                  58,            0.027976,           0.0079899,            0.003559,             0.49041,             0.52081,              0.4571,             0.23101,            0.038648,           0.0045345,           0.0031975,           0.0004357,           0.0004357,           0.0004357
                  59,            0.027848,            0.008279,           0.0035826,             0.48727,             0.50615,             0.46193,             0.23511,            0.038587,           0.0045257,           0.0031857,           0.0004258,           0.0004258,           0.0004258
                  60,            0.027927,           0.0080362,           0.0036346,             0.48297,             0.45532,             0.42539,             0.21806,            0.038218,           0.0045038,           0.0031734,           0.0004159,           0.0004159,           0.0004159
                  61,            0.028066,           0.0082806,           0.0036205,             0.49437,             0.49583,             0.45407,             0.22764,            0.038623,           0.0045145,           0.0031733,            0.000406,            0.000406,            0.000406
                  62,             0.02791,           0.0080346,           0.0036172,             0.47447,             0.49641,             0.45397,             0.23101,            0.038565,           0.0045163,           0.0031725,           0.0003961,           0.0003961,           0.0003961
                  63,            0.027499,           0.0077362,           0.0035619,             0.48447,             0.43802,             0.41351,             0.21597,            0.038373,           0.0045347,           0.0031647,           0.0003862,           0.0003862,           0.0003862
                  64,            0.027889,            0.007972,           0.0036434,              0.4946,              0.4826,             0.46234,             0.23717,            0.038532,           0.0045279,           0.0031605,           0.0003763,           0.0003763,           0.0003763
                  65,            0.027544,           0.0082703,           0.0036407,              0.5107,             0.48879,             0.45932,              0.2344,            0.038761,           0.0045156,           0.0031443,           0.0003664,           0.0003664,           0.0003664
                  66,            0.027784,           0.0081886,           0.0036071,             0.48387,              0.4665,             0.42228,             0.21586,            0.038676,           0.0045002,           0.0031469,           0.0003565,           0.0003565,           0.0003565
                  67,             0.02755,           0.0080061,           0.0036072,              0.4936,              0.4938,             0.45767,             0.23409,            0.039194,           0.0044878,           0.0031445,           0.0003466,           0.0003466,           0.0003466
                  68,            0.027115,           0.0077486,           0.0035314,             0.48969,             0.50606,             0.46181,             0.23367,            0.038723,           0.0044903,           0.0031593,           0.0003367,           0.0003367,           0.0003367
                  69,            0.027688,           0.0079521,            0.003628,             0.49117,             0.49037,              0.4492,             0.22533,             0.03888,           0.0044971,           0.0031485,           0.0003268,           0.0003268,           0.0003268
                  70,            0.027768,           0.0080529,           0.0035759,             0.49351,             0.48911,             0.46569,             0.23433,            0.039149,           0.0044639,            0.003146,           0.0003169,           0.0003169,           0.0003169
                  71,            0.027456,           0.0079143,           0.0035821,              0.4983,             0.50489,               0.467,             0.23371,            0.038906,           0.0044774,           0.0031487,            0.000307,            0.000307,            0.000307
                  72,            0.027751,           0.0080627,           0.0035668,              0.4869,             0.50489,             0.45388,              0.2193,            0.038995,           0.0044888,           0.0031471,           0.0002971,           0.0002971,           0.0002971
                  73,            0.027671,           0.0079638,           0.0036189,             0.50526,             0.51526,              0.4696,             0.23019,            0.039308,           0.0044684,           0.0031401,           0.0002872,           0.0002872,           0.0002872
                  74,            0.026797,           0.0078799,           0.0035253,             0.50738,             0.49764,             0.46953,              0.2354,            0.039391,            0.004464,           0.0031446,           0.0002773,           0.0002773,           0.0002773
                  75,            0.027353,           0.0080314,           0.0035896,             0.51025,             0.51701,             0.46597,               0.234,             0.03891,           0.0044816,           0.0031374,           0.0002674,           0.0002674,           0.0002674
                  76,            0.026917,           0.0078841,           0.0035588,             0.49428,             0.50006,             0.46372,             0.23445,            0.038932,           0.0044704,           0.0031267,           0.0002575,           0.0002575,           0.0002575
                  77,            0.027596,           0.0083018,           0.0036419,             0.50397,             0.48429,             0.47796,             0.24233,            0.038789,           0.0044755,           0.0031141,           0.0002476,           0.0002476,           0.0002476
                  78,            0.027021,           0.0082241,            0.003645,             0.50305,             0.49147,             0.47262,             0.24084,            0.039366,           0.0044509,           0.0031076,           0.0002377,           0.0002377,           0.0002377
                  79,            0.027261,             0.00796,           0.0035656,             0.50345,             0.48064,             0.47472,             0.24173,            0.038928,           0.0044671,           0.0031076,           0.0002278,           0.0002278,           0.0002278
                  80,            0.027028,           0.0080741,            0.003589,             0.50734,             0.50489,             0.46838,             0.23999,            0.038801,           0.0044543,           0.0031204,           0.0002179,           0.0002179,           0.0002179
                  81,            0.026808,           0.0078253,           0.0035523,             0.51438,             0.50854,             0.47335,             0.23534,            0.038929,           0.0044678,           0.0031147,            0.000208,            0.000208,            0.000208
                  82,            0.027163,           0.0081064,           0.0036064,             0.50059,             0.49724,             0.47509,             0.23885,            0.038943,           0.0044482,           0.0031101,           0.0001981,           0.0001981,           0.0001981
                  83,            0.027151,           0.0077713,           0.0035636,             0.50353,              0.4899,             0.47364,             0.23531,            0.038945,            0.004452,           0.0031141,           0.0001882,           0.0001882,           0.0001882
                  84,            0.026892,           0.0078781,           0.0035864,             0.51181,             0.48887,             0.48338,             0.23436,            0.038853,           0.0044559,           0.0031168,           0.0001783,           0.0001783,           0.0001783
                  85,            0.027396,           0.0082294,           0.0035971,             0.50104,              0.4758,             0.48275,             0.24428,             0.03885,           0.0044539,           0.0031115,           0.0001684,           0.0001684,           0.0001684
                  86,            0.027254,           0.0081788,           0.0036045,             0.49916,             0.43684,             0.44275,             0.22815,            0.038815,           0.0044626,           0.0031048,           0.0001585,           0.0001585,           0.0001585
                  87,            0.027081,           0.0081616,           0.0036249,               0.495,             0.48064,             0.47557,             0.23863,            0.038985,           0.0044548,           0.0031139,           0.0001486,           0.0001486,           0.0001486
                  88,            0.026878,           0.0081435,           0.0035452,             0.50668,              0.4895,             0.48179,             0.23674,            0.039194,           0.0044519,           0.0031097,           0.0001387,           0.0001387,           0.0001387
                  89,            0.027324,           0.0079419,            0.003592,             0.50672,             0.47662,             0.47338,             0.24278,            0.038872,           0.0044584,           0.0031034,           0.0001288,           0.0001288,           0.0001288
                  90,            0.027459,           0.0083233,           0.0036031,             0.52467,             0.49159,             0.48298,             0.23941,            0.039226,           0.0044518,           0.0030949,           0.0001189,           0.0001189,           0.0001189
                  91,              0.0267,           0.0080599,           0.0036188,             0.50434,             0.47581,             0.48617,             0.24111,            0.038764,           0.0044635,           0.0030941,            0.000109,            0.000109,            0.000109
                  92,            0.026451,           0.0081338,           0.0035739,              0.4934,             0.46473,              0.4612,             0.23023,            0.039047,           0.0044563,           0.0030954,            9.91e-05,            9.91e-05,            9.91e-05
                  93,            0.026907,           0.0078507,           0.0035914,             0.50592,             0.48429,               0.475,             0.23614,            0.039014,           0.0044501,           0.0031048,            8.92e-05,            8.92e-05,            8.92e-05
                  94,            0.026925,           0.0076854,           0.0035521,             0.50695,             0.48429,             0.47553,             0.24391,            0.038759,           0.0044565,           0.0031109,            7.93e-05,            7.93e-05,            7.93e-05
                  95,             0.02694,           0.0080561,           0.0036348,             0.49753,             0.47946,              0.4825,             0.24319,            0.038905,           0.0044563,           0.0030949,            6.94e-05,            6.94e-05,            6.94e-05
                  96,            0.026963,           0.0080752,           0.0035899,              0.4979,             0.48064,             0.47619,             0.23654,            0.039037,           0.0044451,           0.0031048,            5.95e-05,            5.95e-05,            5.95e-05
                  97,            0.026818,            0.007873,           0.0035871,             0.51194,             0.50089,             0.47408,             0.23865,            0.038926,           0.0044395,            0.003112,            4.96e-05,            4.96e-05,            4.96e-05
                  98,            0.026916,           0.0079744,           0.0035607,             0.50119,             0.46559,             0.48688,             0.24387,            0.038985,           0.0044575,           0.0031004,            3.97e-05,            3.97e-05,            3.97e-05
                  99,            0.026732,           0.0078494,           0.0035798,             0.49674,             0.47264,              0.4845,             0.24582,            0.038743,           0.0044634,           0.0030991,            2.98e-05,            2.98e-05,            2.98e-05
